type,repo_name,actor_login,created_at
PushEvent,rogerblandford/Music,drphilmarshall,1.421221951E9
PushEvent,rkeisler/Music,drphilmarshall,1.421244396E9
PushEvent,rkeisler/Music,drphilmarshall,1.421245172E9
PushEvent,rkeisler/Music,drphilmarshall,1.421245357E9
PushEvent,adrn/gary,adrn,1.421249513E9
MemberEvent,drphilmarshall/bayes,drphilmarshall,1.421254573E9
MemberEvent,drphilmarshall/bayes,drphilmarshall,1.421254582E9
MemberEvent,drphilmarshall/bayes,drphilmarshall,1.421254587E9
IssuesEvent,drphilmarshall/bayes,drphilmarshall,1.421254781E9
PushEvent,drphilmarshall/bayes,drphilmarshall,1.421255113E9
PushEvent,jakevdp/supersmoother,jakevdp,1.421256291E9
PushEvent,gully/bombcat,gully,1.421256314E9
IssueCommentEvent,drphilmarshall/bayes,jonathansick,1.421256751E9
IssueCommentEvent,drphilmarshall/bayes,drphilmarshall,1.421257458E9
IssuesEvent,yymao/kipac-teabot,drphilmarshall,1.421257926E9
IssueCommentEvent,yymao/kipac-teabot,drphilmarshall,1.421260219E9
ForkEvent,pydata/pandas,gully,1.42126126E9
PushEvent,jonathansick/starlit,jonathansick,1.421261262E9
PushEvent,rbiswas4/hosts,rbiswas4,1.421261524E9
PushEvent,rbiswas4/hosts,rbiswas4,1.42126161E9
MemberEvent,rbiswas4/hosts,rbiswas4,1.421261768E9
IssueCommentEvent,yymao/kipac-teabot,drphilmarshall,1.421263671E9
PushEvent,adrn/gary,adrn,1.421263771E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421264673E9
PushEvent,jonathansick/starlit,jonathansick,1.421264872E9
IssueCommentEvent,yymao/kipac-teabot,drphilmarshall,1.421265923E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421266566E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421266645E9
PushEvent,adrn/gary,adrn,1.421272181E9
PushEvent,ivezic/Astr511,ivezic,1.421272697E9
PullRequestEvent,ivezic/Astr511,ivezic,1.421272697E9
PushEvent,jonathansick/starlit,jonathansick,1.421274213E9
PushEvent,ivezic/Astr511,ivezic,1.42127457E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421274606E9
PushEvent,jonathansick/starlit,jonathansick,1.421276441E9
PushEvent,jonathansick/starlit,jonathansick,1.421277407E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421277708E9
IssueCommentEvent,scikit-learn/scikit-learn,jakevdp,1.421280948E9
PushEvent,ivezic/Astr511,ivezic,1.421281634E9
IssuesEvent,astropy/astropy,adrn,1.421282984E9
PushEvent,RuthAngus/Gyro,RuthAngus,1.421284934E9
PushEvent,RuthAngus/Gyro,RuthAngus,1.421284948E9
PushEvent,RuthAngus/Gyro,RuthAngus,1.421284969E9
GollumEvent,ipython/ipython,fperez,1.421285791E9
IssueCommentEvent,ipython/ipython,fperez,1.421287908E9
CreateEvent,adrn/PG1302,adrn,1.421289868E9
PushEvent,adrn/PG1302,adrn,1.421289929E9
PushEvent,adrn/PG1302,adrn,1.421290474E9
PushEvent,adrn/PG1302,adrn,1.421291295E9
PushEvent,adrn/snippets,adrn,1.421292794E9
IssuesEvent,adrn/gary,adrn,1.42129774E9
PushEvent,adrn/gary,adrn,1.421298246E9
PushEvent,rbiswas4/lsstpipeline,rbiswas4,1.421306178E9
PushEvent,rbiswas4/lsstpipeline,rbiswas4,1.42130657E9
PushEvent,rbiswas4/lsstpipeline,rbiswas4,1.421306676E9
PushEvent,rbiswas4/lsstpipeline,rbiswas4,1.421306766E9
PushEvent,adrn/gary,adrn,1.421327895E9
PushEvent,adrn/gary,adrn,1.421331695E9
PushEvent,adrn/gary,adrn,1.421331748E9
PushEvent,adrn/gary,adrn,1.421334971E9
PushEvent,adrn/gary,adrn,1.421335124E9
PushEvent,adrn/gary,adrn,1.421335267E9
PushEvent,adrn/gary,adrn,1.421335331E9
PushEvent,adrn/gary,adrn,1.421335404E9
PushEvent,adrn/gary,adrn,1.421335734E9
CreateEvent,jakevdp/nyquist,jakevdp,1.421337916E9
ForkEvent,ivezic/Astr511,ogtelford,1.421338207E9
PushEvent,rbiswas4/ex_pypackaging,rbiswas4,1.421339745E9
PushEvent,rbiswas4/ex_pypackaging,rbiswas4,1.421339973E9
PushEvent,ogtelford/Astr511,ogtelford,1.421340376E9
PullRequestEvent,ivezic/Astr511,ogtelford,1.421340417E9
CreateEvent,profjsb/ctu2015,profjsb,1.421340833E9
PushEvent,profjsb/ctu2015,profjsb,1.421340956E9
PullRequestEvent,ivezic/Astr511,ivezic,1.421341304E9
PushEvent,ivezic/Astr511,ivezic,1.421341305E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421342593E9
PullRequestEvent,sncosmo/sncosmo,kbarbary,1.421342633E9
PushEvent,sncosmo/sncosmo,kbarbary,1.421342633E9
PushEvent,sncosmo/sncosmo,kbarbary,1.421342984E9
PushEvent,ivezic/Astr511,ivezic,1.421343041E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421344198E9
PullRequestEvent,sncosmo/sncosmo,kbarbary,1.421344202E9
PushEvent,sncosmo/sncosmo,kbarbary,1.421344202E9
PushEvent,ivezic/Astr511,ivezic,1.421348097E9
PushEvent,adrn/PG1302,adrn,1.4213518E9
PushEvent,rbiswas4/lsstpipeline,rbiswas4,1.421355183E9
PushEvent,rbiswas4/lsstpipeline,rbiswas4,1.421355229E9
IssueCommentEvent,mkness/TheCannon,davidwhogg,1.421355676E9
PushEvent,ivezic/Astr511,ivezic,1.421355809E9
PushEvent,adrn/gary,adrn,1.421356279E9
CreateEvent,adrn/astropy,adrn,1.421358314E9
PushEvent,sncosmo/sncosmo,kbarbary,1.421358387E9
PullRequestEvent,astropy/astropy,adrn,1.421358547E9
IssueCommentEvent,astropy/astropy,adrn,1.421358704E9
PushEvent,rbiswas4/lsstpipeline,rbiswas4,1.421358909E9
PushEvent,rbiswas4/lsstpipeline,rbiswas4,1.421358942E9
IssueCommentEvent,astropy/astropy,adrn,1.421359291E9
PushEvent,rbiswas4/lsstpipeline,rbiswas4,1.421362764E9
PushEvent,jradavenport/jradavenport.github.io,jradavenport,1.421364655E9
PushEvent,jonathansick/sedbot,jonathansick,1.421366216E9
CreateEvent,jonathansick/sedbot,jonathansick,1.421369673E9
PushEvent,ivezic/Astr511,ivezic,1.421370461E9
PushEvent,adrn/gary,adrn,1.421375922E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421376721E9
PushEvent,adrn/gary,adrn,1.42137698E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421378999E9
IssueCommentEvent,sncosmo/sncosmo.github.io,kbarbary,1.421379069E9
IssueCommentEvent,sncosmo/sncosmo.github.io,kbarbary,1.421379218E9
PushEvent,rbiswas4/lsstpipeline,rbiswas4,1.421387661E9
PushEvent,davidwhogg/CoMiBaRaAn,davidwhogg,1.421393514E9
CreateEvent,davidwhogg/LargeScaleStructure,davidwhogg,1.421393654E9
PushEvent,davidwhogg/LargeScaleStructure,davidwhogg,1.421394055E9
PushEvent,davidwhogg/LargeScaleStructure,davidwhogg,1.421394154E9
PushEvent,davidwhogg/LargeScaleStructure,davidwhogg,1.421395688E9
PushEvent,davidwhogg/LargeScaleStructure,davidwhogg,1.421395971E9
IssueCommentEvent,jeffreymei/StellarSpectroscopy,davidwhogg,1.421416069E9
IssueCommentEvent,sncosmo/sncosmo.github.io,kbarbary,1.421425572E9
PushEvent,BrownDwarf/Starfish,gully,1.421426207E9
PublicEvent,RuthAngus/Subgiants,RuthAngus,1.421428212E9
PullRequestEvent,ivezic/Astr511,ivezic,1.421429322E9
PushEvent,ivezic/Astr511,ivezic,1.421429322E9
ForkEvent,kbarbary/snpgm,drphilmarshall,1.421429552E9
PushEvent,jakevdp/nyquist,jakevdp,1.421429721E9
CreateEvent,jmankin/letters,jmankin,1.421429896E9
CreateEvent,jmankin/letters,jmankin,1.421429979E9
PushEvent,jmankin/letters,jmankin,1.421430157E9
PushEvent,jonathansick/preprint,jonathansick,1.421433318E9
CreateEvent,wiseio/datascience-docker,profjsb,1.421433636E9
PushEvent,rbiswas4/sncosmo,rbiswas4,1.421433902E9
IssuesEvent,sncosmo/sncosmo,rbiswas4,1.421434769E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421435092E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421435158E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421436758E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421437067E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421437147E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421437445E9
IssueCommentEvent,sncosmo/sncosmo,rbiswas4,1.421438436E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.4214388E9
IssueCommentEvent,sncosmo/sncosmo,rbiswas4,1.4214389E9
WatchEvent,sgillies/frs-wheel-builds,kapadia,1.42143929E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421440706E9
PushEvent,adrn/TriandRRLyrae,adrn,1.421446052E9
PushEvent,wiseio/datascience-docker,profjsb,1.421447273E9
PushEvent,rbiswas4/sncosmo_te,rbiswas4,1.421450153E9
WatchEvent,drphilmarshall/gh-publisher,jakevdp,1.421453551E9
PullRequestEvent,wiseio/datascience-docker,profjsb,1.421454986E9
PushEvent,wiseio/datascience-docker,profjsb,1.421454986E9
PushEvent,kbarbary/snpgm,kbarbary,1.421455732E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421455802E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421457272E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.421457315E9
PullRequestEvent,rbiswas4/SNIacatalogs,rbiswas4,1.421457373E9
PullRequestEvent,rbiswas4/SNIacatalogs,rbiswas4,1.421457382E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.421457383E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421457785E9
PullRequestEvent,ivezic/Astr511,ivezic,1.421463703E9
PushEvent,ivezic/Astr511,ivezic,1.421463704E9
IssueCommentEvent,mapbox/mapnik-omnivore,kapadia,1.421468928E9
IssueCommentEvent,ipython/ipython,fperez,1.421474647E9
CreateEvent,rbiswas4/ascii_read_problem,rbiswas4,1.421474712E9
CreateEvent,rbiswas4/ascii_read_problem,rbiswas4,1.421474729E9
IssueCommentEvent,astropy/astropy,rbiswas4,1.421474828E9
PushEvent,RuthAngus/Gyro,RuthAngus,1.421511929E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421512167E9
PushEvent,RuthAngus/Gyro,RuthAngus,1.421512541E9
PushEvent,adrn/astropy,adrn,1.42151487E9
PushEvent,dhuppenkothen/BayesPSD,dhuppenkothen,1.421515238E9
PushEvent,dhuppenkothen/BayesPSD,dhuppenkothen,1.421515331E9
PushEvent,dhuppenkothen/BayesPSD,dhuppenkothen,1.421515366E9
WatchEvent,alex/what-happens-when,jonathansick,1.421519599E9
PushEvent,adrn/astropy,adrn,1.421522226E9
IssuesEvent,dfm/python-nufft,davidwhogg,1.421522913E9
IssuesEvent,annayqho/AnnaCannon,davidwhogg,1.42152406E9
IssuesEvent,annayqho/AnnaCannon,davidwhogg,1.421524152E9
IssueCommentEvent,sncosmo/sncosmo.github.io,kbarbary,1.421527669E9
PushEvent,ivezic/Astr511,ivezic,1.421537094E9
PullRequestEvent,ivezic/Astr511,ivezic,1.421537094E9
IssuesEvent,numpy/numpy,adrn,1.421545461E9
PushEvent,adrn/gary,adrn,1.421553672E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421553999E9
PushEvent,sncosmo/sncosmo,kbarbary,1.421560065E9
PushEvent,adrn/gary,adrn,1.421560386E9
PushEvent,adrn/gary,adrn,1.421560449E9
IssuesEvent,adrn/gary,adrn,1.421560522E9
IssueCommentEvent,adrn/gary,adrn,1.421560522E9
CreateEvent,rbiswas4/basicio,rbiswas4,1.421566046E9
PushEvent,rbiswas4/basicio,rbiswas4,1.421566211E9
CreateEvent,kbarbary/sncosmo,kbarbary,1.421566518E9
PushEvent,kbarbary/sncosmo,kbarbary,1.421566518E9
PushEvent,kbarbary/sncosmo,kbarbary,1.42156707E9
PushEvent,rbiswas4/basicio,rbiswas4,1.421567108E9
PushEvent,rbiswas4/basicio,rbiswas4,1.421567585E9
IssueCommentEvent,astropy/astropy,rbiswas4,1.421567797E9
PushEvent,kbarbary/sncosmo,kbarbary,1.421568115E9
PullRequestEvent,sncosmo/sncosmo,kbarbary,1.421568401E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421592105E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421592165E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421599648E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421599686E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421602395E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421603169E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421603742E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421609688E9
PushEvent,RuthAngus/Gyro,RuthAngus,1.421611766E9
CreateEvent,patti/Research,patti,1.421615575E9
CreateEvent,patti/Research,patti,1.421616171E9
CreateEvent,patti/Research,patti,1.421616299E9
PushEvent,patti/Research,patti,1.421616543E9
PushEvent,patti/FHD_PyPE,patti,1.421618309E9
PushEvent,patti/FHD_PyPE,patti,1.421618666E9
PushEvent,patti/FHD_PyPE,patti,1.421619671E9
PushEvent,patti/Research,patti,1.421619813E9
IssueCommentEvent,astropy/astropy,adrn,1.42162054E9
PushEvent,patti/FHD_PyPE,patti,1.421623922E9
CreateEvent,patti/FHD_PyPE,patti,1.421626549E9
CreateEvent,patti/FHD_PyPE,patti,1.421626746E9
PushEvent,patti/FHD_PyPE,patti,1.421627333E9
CreateEvent,patti/patti.github.io,patti,1.421627667E9
CreateEvent,patti/patti.github.io,patti,1.421627812E9
PushEvent,patti/patti.github.io,patti,1.421628318E9
PushEvent,patti/patti.github.io,patti,1.421628986E9
PushEvent,patti/patti.github.io,patti,1.421631176E9
CreateEvent,adrn/gary,adrn,1.421631567E9
PullRequestEvent,adrn/gary,adrn,1.421631775E9
PullRequestEvent,adrn/gary,adrn,1.42163178E9
PushEvent,adrn/gary,adrn,1.42163178E9
CreateEvent,patti/patti.github.io,patti,1.421633277E9
CreateEvent,patti/patti.github.io,patti,1.421633416E9
PushEvent,rbiswas4/basicio,rbiswas4,1.421636913E9
IssueCommentEvent,annayqho/AnnaCannon,davidwhogg,1.421640526E9
PushEvent,rbiswas4/basicio,rbiswas4,1.421640931E9
IssueCommentEvent,jakevdp/mpld3,jakevdp,1.421641147E9
PushEvent,kbarbary/snpgm,kbarbary,1.421651032E9
PushEvent,kbarbary/snpgm,kbarbary,1.421652109E9
CreateEvent,adrn/gary,adrn,1.421678026E9
IssuesEvent,adrn/gary,adrn,1.421678158E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421686814E9
IssueCommentEvent,sncosmo/sncosmo.github.io,kbarbary,1.421687022E9
PullRequestEvent,sncosmo/sncosmo.github.io,kbarbary,1.42168704E9
PushEvent,sncosmo/sncosmo.github.io,kbarbary,1.42168704E9
PullRequestEvent,sncosmo/sncosmo,kbarbary,1.421687091E9
PushEvent,sncosmo/sncosmo,kbarbary,1.421687092E9
PushEvent,adrn/snippets,adrn,1.421692719E9
PushEvent,adrn/snippets,adrn,1.42169279E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421694039E9
PushEvent,ivezic/Astr511,ivezic,1.42169459E9
PushEvent,kbarbary/snpgm,kbarbary,1.4216947E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421697482E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421698071E9
PushEvent,sncosmo/sncosmo,kbarbary,1.421698954E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421699154E9
IssueCommentEvent,sncosmo/sncosmo,rbiswas4,1.421699425E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421699679E9
IssueCommentEvent,sncosmo/sncosmo,rbiswas4,1.421700645E9
PushEvent,rbiswas4/basicio,rbiswas4,1.421700772E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.42170146E9
PushEvent,adrn/gary,adrn,1.421701668E9
IssueCommentEvent,sncosmo/sncosmo,rbiswas4,1.421701768E9
PushEvent,sncosmo/sncosmo,kbarbary,1.421704549E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421704969E9
PushEvent,sncosmo/sncosmo,kbarbary,1.421707142E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.42170972E9
PushEvent,mkness/TheCannon,davidwhogg,1.421714204E9
PushEvent,adrn/StreamMorphology,adrn,1.421714244E9
WatchEvent,amueller/word_cloud,jradavenport,1.421716904E9
PushEvent,adrn/StreamMorphology,adrn,1.421717778E9
PullRequestEvent,ivezic/Astr511,ivezic,1.421720097E9
PushEvent,ivezic/Astr511,ivezic,1.421720097E9
PullRequestEvent,ivezic/Astr511,ivezic,1.421720284E9
PushEvent,ivezic/Astr511,ivezic,1.421720284E9
IssueCommentEvent,wmorning/EvilLens,drphilmarshall,1.421723348E9
PushEvent,rbiswas4/basicio,rbiswas4,1.421723735E9
PushEvent,sncosmo/sncosmo,kbarbary,1.421725304E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421725811E9
IssueCommentEvent,sncosmo/sncosmo,rbiswas4,1.421726798E9
PushEvent,mkness/TheCannon,davidwhogg,1.421727192E9
PushEvent,mkness/TheCannon,davidwhogg,1.421728026E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.42172913E9
PushEvent,sncosmo/sncosmo,kbarbary,1.421730363E9
ForkEvent,pythonroar/PyBRML,karenyyng,1.421735015E9
PushEvent,mkness/TheCannon,davidwhogg,1.42175621E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421762626E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421762702E9
IssueCommentEvent,astropy/astropy,adrn,1.42176516E9
IssueCommentEvent,scikit-learn/scikit-learn,jakevdp,1.421771874E9
PullRequestEvent,ivezic/Astr511,ivezic,1.421772381E9
PushEvent,ivezic/Astr511,ivezic,1.421772381E9
PullRequestEvent,ivezic/Astr511,ivezic,1.421772402E9
PushEvent,ivezic/Astr511,ivezic,1.421772403E9
PushEvent,ivezic/Astr511,ivezic,1.421772612E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421774577E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421775305E9
PullRequestEvent,sncosmo/sncosmo,kbarbary,1.421775305E9
IssuesEvent,sncosmo/sncosmo,kbarbary,1.421776405E9
PushEvent,mkness/TheCannon,davidwhogg,1.421777404E9
PushEvent,rbiswas4/hosts,rbiswas4,1.421777433E9
PushEvent,mkness/TheCannon,davidwhogg,1.421777508E9
PushEvent,jakevdp/website,jakevdp,1.421777571E9
PushEvent,mkness/TheCannon,davidwhogg,1.421777581E9
PushEvent,sofiatti/sofiatti.github.io,sofiatti,1.42177806E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.42177818E9
PushEvent,sofiatti/sofiatti.github.io,sofiatti,1.421778291E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421779322E9
PushEvent,sofiatti/sofiatti.github.io,sofiatti,1.421779445E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421780912E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421780975E9
WatchEvent,eczarny/spectacle,gully,1.421784049E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421784248E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421787708E9
IssueCommentEvent,scikit-learn/scikit-learn,jakevdp,1.421787743E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421788913E9
PullRequestEvent,ivezic/Astr511,ivezic,1.421789169E9
PushEvent,ivezic/Astr511,ivezic,1.42178917E9
PushEvent,ivezic/Astr511,ivezic,1.421789195E9
PullRequestEvent,ivezic/Astr511,ivezic,1.421789195E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421791665E9
PushEvent,sncosmo/sncosmo,kbarbary,1.42179167E9
PullRequestEvent,sncosmo/sncosmo,kbarbary,1.42179167E9
IssueCommentEvent,scikit-learn/scikit-learn,jakevdp,1.421794098E9
WatchEvent,lightning-viz/lightning,kapadia,1.421795037E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421795393E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421796965E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421796996E9
IssueCommentEvent,tmcw/chroniton,kapadia,1.421798146E9
PushEvent,jradavenport/US-Congress-History,jradavenport,1.421803418E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421805162E9
IssuesEvent,sncosmo/sncosmo,rbiswas4,1.42180583E9
PushEvent,adrn/StreamMorphology,adrn,1.421811519E9
IssueCommentEvent,annayqho/AnnaCannon,davidwhogg,1.42181457E9
IssuesEvent,dfm/k2-paper,davidwhogg,1.421819331E9
IssuesEvent,dfm/k2-paper,davidwhogg,1.421819343E9
PushEvent,mkness/TheCannon,davidwhogg,1.42181937E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421824887E9
IssueCommentEvent,sncosmo/sncosmo,rbiswas4,1.421827312E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421854453E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421854494E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421854803E9
ForkEvent,aimalz/prob-z,davidwhogg,1.421859716E9
PushEvent,jradavenport/US-Congress-History,jradavenport,1.421861315E9
CreateEvent,sofiatti/SCP,sofiatti,1.42186919E9
CreateEvent,sofiatti/SCP,sofiatti,1.421869282E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421869316E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.42186936E9
PushEvent,sofiatti/SCP,sofiatti,1.421869495E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421869501E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421869956E9
PushEvent,patti/FHD_PyPE,patti,1.421873378E9
WatchEvent,ianli/elbowpatched-boilerplate,gully,1.421875352E9
PushEvent,gully/dotfiles,gully,1.421876989E9
PushEvent,patti/FHD_PyPE,patti,1.421877378E9
PushEvent,gully/dotfiles,gully,1.421877778E9
CreateEvent,jakevdp/multiband_LS,jakevdp,1.421881418E9
PushEvent,sncosmo/sncosmo,kbarbary,1.421881431E9
WatchEvent,cmccully/lacosmicx,kbarbary,1.421881537E9
IssuesEvent,kbarbary/ddtpy,kbarbary,1.421882766E9
PushEvent,yoachim/AAS2015Poster,yoachim,1.42188495E9
CreateEvent,jakevdp/supersmoother,jakevdp,1.421885753E9
IssuesEvent,dfm/k2-paper,davidwhogg,1.421886044E9
IssueCommentEvent,dfm/k2-paper,davidwhogg,1.421886044E9
IssueCommentEvent,annayqho/AnnaCannon,davidwhogg,1.421886171E9
PushEvent,rbiswas4/sncosmo,rbiswas4,1.421887615E9
CreateEvent,rbiswas4/sncosmo,rbiswas4,1.421887638E9
PushEvent,jakevdp/supersmoother,jakevdp,1.421888722E9
ForkEvent,mjuric/ast597b,patti,1.421890643E9
PushEvent,jakevdp/supersmoother,jakevdp,1.421891855E9
PushEvent,jakevdp/supersmoother,jakevdp,1.421893127E9
PullRequestEvent,jakevdp/supersmoother,jakevdp,1.421893313E9
IssueCommentEvent,jakevdp/supersmoother,jakevdp,1.42189376E9
PushEvent,adrn/TriandRRLyrae,adrn,1.421903581E9
PushEvent,jakevdp/supersmoother,jakevdp,1.421905993E9
IssueCommentEvent,jakevdp/supersmoother,jakevdp,1.421906084E9
PushEvent,jakevdp/supersmoother,jakevdp,1.421908637E9
PushEvent,rbiswas4/sncosmo,rbiswas4,1.421909203E9
PushEvent,rbiswas4/sncosmo,rbiswas4,1.421909293E9
PullRequestEvent,sncosmo/sncosmo,rbiswas4,1.421909602E9
IssueCommentEvent,jeffreymei/StellarSpectroscopy,davidwhogg,1.421934915E9
IssueCommentEvent,jeffreymei/StellarSpectroscopy,davidwhogg,1.421935097E9
IssueCommentEvent,annayqho/AnnaCannon,davidwhogg,1.421935148E9
IssueCommentEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.42193741E9
PushEvent,jakevdp/supersmoother,jakevdp,1.421950986E9
PushEvent,dhuppenkothen/PoissonFittingTutorial,dhuppenkothen,1.421952077E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421956257E9
PushEvent,gully/gully.github.io,gully,1.421956617E9
PushEvent,gully/gully.github.io,gully,1.421956788E9
PushEvent,gully/gully.github.io,gully,1.421958038E9
PushEvent,gully/gully.github.io,gully,1.421961666E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421962835E9
PushEvent,RuthAngus/Subgiants,RuthAngus,1.421963043E9
PushEvent,jakevdp/supersmoother,jakevdp,1.421966504E9
IssueCommentEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.421967124E9
PushEvent,jakevdp/supersmoother,jakevdp,1.421967449E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.421968319E9
PushEvent,gully/gully.github.io,gully,1.421968515E9
IssueCommentEvent,jakevdp/supersmoother,jakevdp,1.421968716E9
PullRequestEvent,jakevdp/supersmoother,jakevdp,1.421968731E9
PushEvent,jakevdp/supersmoother,jakevdp,1.421968731E9
DeleteEvent,jakevdp/supersmoother,jakevdp,1.421968737E9
PushEvent,ivezic/Astr511,ivezic,1.421969055E9
PushEvent,jakevdp/supersmoother,jakevdp,1.421969506E9
CreateEvent,jakevdp/supersmoother,jakevdp,1.421969511E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.421970532E9
PushEvent,gully/gully.github.io,gully,1.421974301E9
IssueCommentEvent,sncosmo/sncosmo,rbiswas4,1.421975322E9
PushEvent,gully/gully.github.io,gully,1.421975789E9
PushEvent,gully/gully.github.io,gully,1.421976492E9
PushEvent,gully/gully.github.io,gully,1.421976917E9
IssueCommentEvent,dfm/emcee,davidwhogg,1.421977888E9
IssueCommentEvent,mkness/TCS,davidwhogg,1.421978032E9
